0	0	0
0	0.001672243	1
0.003344492	0.008361205	3
0.01003346	0.023411429	8
0.025083564	0.033444923	5
0.035117058	0.051839434	10
0.05351174	0.066889675	8
0.068561981	0.070234116	1
0.071906422	0.076923169	3
0.078595304	0.083612051	3
0.085284357	0.093645545	5
0.095317851	0.10702348	7
0.108695786	0.110367921	1
0.112040227	0.117056974	3
0.118729109	0.120401415	1
0.122073721	0.128762603	4
0.130434909	0.140468403	6
0.142140538	0.147157285	3
0.148829591	0.158862914	6
0.16053522	0.170568714	6
0.17224102	0.182273829	6
0.18394682	0.19397963	6
0.195652621	0.20568543	6
0.207358421	0.21739123	6
0.219064221	0.22909703	6
0.230770021	0.24080283	6
0.242475821	0.2441471	1
0.245820091	0.24749137	1
0.249164361	0.25919717	6
0.260870161	0.272575961	7
0.27424724	0.284281761	6
0.28595304	0.29431457	5
0.295987561	0.31605318	12
0.317726171	0.33277624	9
0.334449231	0.346153319	7
0.34782631	0.35953211	7
0.361205102	0.372909189	7
0.37458218	0.38628798	7
0.387960972	0.397993781	6
0.399665059	0.413043851	8
0.414716842	0.426420929	7
0.42809392	0.429766911	1
0.43143819	0.439799721	5
0.441472712	0.45484979	8
0.456522781	0.466555591	6
0.468228582	0.483278651	9
0.48494993	0.49665573	7
0.498328721	0.5117058	8
0.513378791	0.525084591	7
0.52675587	0.540134661	8
0.54180594	0.55351174	7
0.555184731	0.566890531	7
0.56856181	0.58026761	7
0.581940601	0.593646401	7
0.59531768	0.61036775	9
0.612040741	0.63377935	13
0.635452341	0.647158141	7
0.64882942	0.66053522	7
0.662208211	0.673914011	7
0.67558529	0.67892956	2
0.680602551	0.68729109	4
0.688964081	0.692308351	2
0.69397963	0.70234116	5
0.704014151	0.715719951	7
0.71739123	0.7207355	2
0.722408491	0.730770021	5
0.7324413	0.74080283	5
0.742475821	0.750837352	5
0.75250863	0.760870161	5
0.762543152	0.77090297	5
0.772575961	0.7792645	4
0.780937491	0.789299022	5
0.790970301	0.799331831	5
0.80100311	0.802676101	1
0.804349092	0.80936464	3
0.811037631	0.819399162	5
0.82107044	0.822743431	1
0.82441471	0.83946478	9
0.841137771	0.849499301	5
0.85117058	0.85953211	5
0.861205102	0.869566632	5
0.871237911	0.879599441	5
0.88127072	0.88628798	3
0.887960972	0.896322502	5
0.897993781	0.903011041	3
0.90468232	0.913043851	5
0.914716842	0.923078372	5
0.924749651	0.939799721	9
0.941472712	0.949834242	5
0.951505521	0.959867051	5
0.96153833	0.96989986	5
0.971572851	0.976590112	3
0.978261391	0.979934382	1
0.98160566	0.986622921	3
0.9882942	1	7
